name	id	nutrients	usda_id	energy	usda_equivalent
Tortelloni	/m/02p5772	/m/07xf4vz,/m/07xf4_g,/m/07xf4lx,/m/07xf4lb,/m/07xf514,/m/07xf53d,/m/07xf4ks,/m/07xf4x2,/m/07xf54j,/m/07xf4mg,/m/07xf4cl,/m/07xf4p4,/m/07xf4jn,/m/07xf47k,/m/07xf4rd,/m/07xf4nl,/m/07xf4xn,/m/07xf4pq,/m/07xf4f8,/m/07xf50l,/m/07xf483,/m/07xf51q,/m/07xf4rz,/m/07xf4sj,/m/07xf4qv,/m/07xf4dq,/m/07xf4zx,/m/07xf4hj,/m/07xf4tv,/m/07xf500,/m/07xf4zb,/m/07xf52v,/m/07xf4bg,/m/07xf4wj,/m/07xf497,/m/07xf4gd,/m/07xf48p,/m/07xf4y6,/m/07xf4ys,/m/07xf53z,/m/07xf4gz,/m/07xf46_,/m/07xf4c0,/m/07xf4d4,/m/07xf4q8,/m/07xf4fv,/m/07xf49x,/m/07xf4n0,/m/07xf4t8,/m/07xf528,/m/07xf4vd,/m/07xf4j2,/m/07xf4k6		1284.0	22901
Prosciutto	/m/037vsg	/m/07x5s6f,/m/07x5sgl,/m/07x5sb7,/m/07x5sd3,/m/07x5s85,/m/07x5s7f,/m/07x5sc5,/m/07x5scr,/m/07x5sk7,/m/07x5s8r,/m/07x5sj8,/m/07x5sgz,/m/07x5s8k,/m/07x5s7m,/m/07x5sdp,/m/07x5s7t,/m/07x5sjp,/m/07x5sjw,/m/07x5s8c,/m/07x5s7_,/m/07x5sdh,/m/07x5shb,/m/07x5s70,/m/07x5sg5,/m/07x5sgs,/m/07x5sck,/m/07x5shx,/m/07x5sb_,/m/07x5s93,/m/07x5skt,/m/07x5s9p,/m/07x5sb1,/m/07x5sk1,/m/07x5s67,/m/07x5sgd,/m/07x5s9h,/m/07x5scc,/m/07x5scy,/m/07x5shq,/m/07x5sd9,/m/07x5s9w,/m/07x5sft,/m/07x5s99,/m/07x5sjg,/m/07x5s77,/m/07x5s6n,/m/07x5sf_,/m/07x5sf1,/m/07x5sh4,/m/07x5sbt,/m/07x5skm,/m/07x5sbm,/m/07x5s6v,/m/07x5sfm,/m/07x5s8y,/m/07x5sk_,/m/07x5skf,/m/07x5sf7,/m/07x5sj2,/m/07x5shj,/m/07x5sdw,/m/07x5sbf,/m/07x5sff		683.0	07029
Jerusalem artichoke	/m/02cgtz	/m/07x8q47,/m/07x8pz0,/m/07x8pts,/m/07x8q02,/m/07x8pwz,/m/07x8q4f,/m/07x8q1d,/m/07x8q0v,/m/07x8q4_,/m/07x8px4,/m/07x8ps_,/m/07x8q16,/m/07x8pzz,/m/07x8q1s,/m/07x8q33,/m/07x8p_q,/m/07x8q08,/m/07x8q2k,/m/07x8p_b,/m/07x8pw6,/m/07x8pzd,/m/07x8q0n,/m/07x8q25,/m/07x8ptc,/m/07x8pw0,/m/07x8py2,/m/07x8ptk,/m/07x8q10,/m/07x8pvg,/m/07x8q3w,/m/07x8pst,/m/07x8pvv,/m/07x8q0g,/m/07x8q3h,/m/07x8pyg,/m/07x8q4m,/m/07x8pxj,/m/07x8pws,/m/07x8pxq,/m/07x8q39,/m/07x8p_j,/m/07x8q1l,/m/07x8pwd,/m/07x8q1z,/m/07x8ps7,/m/07x8pwl,/m/07x8pyv,/m/07x8pvn,/m/07x8psf,/m/07x8q2c,/m/07x8q3p,/m/07x8p_4,/m/07x8q2y,/m/07x8pxx,/m/07x8pt5,/m/07x8pyn,/m/07x8py8,/m/07x8pzl,/m/07x8q4t,/m/07x8ptz,/m/07x8p_x,/m/07x8pzs,/m/07x8pz6,/m/07x8q2r,/m/07x8pxb,/m/07x8q41,/m/07x8psm,/m/07x8ps1		321.0	11352
Star anise	/m/01bbvg	/m/07x4xn8,/m/07x4xk8,/m/07x4xmx,/m/07x4xj4,/m/07x4xnn,/m/07x4xp0,/m/07x4xg8,/m/07x4xhd,/m/07x4xm4,/m/07x4xq4,/m/07x4xjj,/m/07x4xs0,/m/07x4xmj,/m/07x4xqx,/m/07x4xjx,/m/07x4xfg,/m/07x4xls,/m/07x4xpd,/m/07x4xhs,/m/07x4xf2,/m/07x4xh0,/m/07x4xdq,/m/07x4xld,/m/07x4xl0,/m/07x4xkn,/m/07x4xrn,/m/07x4xps,/m/07x4xgn,/m/07x4xfv,/m/07x4xqj,/m/07x4xd9,/m/07x4xr8		1411.0	02002
Quince	/m/01r1wt	/m/07x77ll,/m/07x778q,/m/07x77m4,/m/07x7781,/m/07x77bl,/m/07x77j7,/m/07x77qj,/m/07x77sj,/m/07x776c,/m/07x77c4,/m/07x77fz,/m/07x77mq,/m/07x77h3,/m/07x77rz,/m/07x776y,/m/07x77nv,/m/07x77l0,/m/07x77d8,/m/07x77fd,/m/07x777h,/m/07x77pz,/m/07x77kg,/m/07x77rb,/m/07x77dv,/m/07x77gj,/m/07x77jt,/m/07x77hp,/m/07x77pd,/m/07x775t,/m/07x77cq,/m/07x779g,/m/07x77n8,/m/07x77b0		238.0	09296
Rutabaga	/m/013wxq	/m/07x8rz2,/m/07x8rxk,/m/07x8rwd,/m/07x8s1h,/m/07x8rzw,/m/07x8rt9,/m/07x8s1w,/m/07x8rw6,/m/07x8rt2,/m/07x8s0y,/m/07x8s0k,/m/07x8s0r,/m/07x8s05,/m/07x8rwl,/m/07x8rtw,/m/07x8r_1,/m/07x8ryx,/m/07x8rvf,/m/07x8s0c,/m/07x8rxr,/m/07x8ry4,/m/07x8rv1,/m/07x8r_7,/m/07x8rtp,/m/07x8rxb,/m/07x8r__,/m/07x8rwz,/m/07x8s19,/m/07x8rv7,/m/07x8rxy,/m/07x8r_m,/m/07x8rrr,/m/07x8rsx,/m/07x8rs3,/m/07x8rth,/m/07x8rws,/m/07x8rzh,/m/07x8rx4,/m/07x8s13,/m/07x8rvt,/m/07x8rry,/m/07x8rsq,/m/07x8rsj,/m/07x8rs9,/m/07x8r_f,/m/07x8ryj,/m/07x8rzp,/m/07x8r_t,/m/07x8s21,/m/07x8ryb,/m/07x8ryq,/m/07x8rrk,/m/07x8rz9,/m/07x8rvm,/m/07x8rw0,/m/07x8s1p		151.0	11435
Corn flakes	/m/018vnz	/m/04zkxwx,/m/04zky5g,/m/04zky0d,/m/04zky0z,/m/04zky1x,/m/04zky5n,/m/04zky6l,/m/04zkxz4,/m/04zky3s,/m/04zky5v,/m/04zky66,/m/04zkxx2,/m/04zkxxg,/m/04zkx_n,/m/04zky44,/m/04zky6s,/m/04zky1b,/m/04zkxtn,/m/04zkx_g,/m/04zkxvs,/m/04zky0s,/m/04zky22,/m/04zky06,/m/07x5vfr,/m/04zkxx8,/m/04zky3d,/m/04zkxv6,/m/04zkxyl,/m/04zky14,/m/04zky4b,/m/04zkxxn,/m/04zkx_v,/m/04zky4j,/m/04zkxxv,/m/04zky1q,/m/04zky3l,/m/07x5vdt,/m/04zky30,/m/04zkxzq,/m/04zkxys,/m/04zkxwj,/m/04zky6z,/m/04zky2v,/m/04zky36,/m/04zkxv0,/m/04zky0l,/m/04zkxwq,/m/04zky4q,/m/04zkxzb,/m/04zkx_8,/m/07x5vfk,/m/04zky1j,/m/04zkxwb,/m/04zky60,/m/04zky00,/m/04zkxyz,/m/04zkxw4,/m/04zkxzx,/m/04zkxtv,/m/04zkxyd,/m/04zky58,/m/04zky3z,/m/07x5vfy,/m/04zkxzj,/m/07x5vd_,/m/04zky52,/m/04zkxtg,/m/04zkxt8,/m/04zky4x,/m/04zkxvl,/m/04zkxvz,/m/07x5vf5,/m/04zkxy6,/m/04zky2n,/m/04zky2g,/m/04zkx_2,/m/04zkxy0,/m/07x5vfc,/m/04zky6d,/m/04zkxvd,/m/04zky28		1510.0	
Galia	/m/01x3mx	/m/07x6ng_,/m/07x6nfh,/m/07x6p0w,/m/07x6nf3,/m/07x6nbf,/m/07x6p0h,/m/07x6p2c,/m/07x6nb1,/m/07x6ntc,/m/07x6nn5,/m/07x6nhc,/m/07x6nmt,/m/07x6nfw,/m/07x6np9,/m/07x6nzm,/m/07x6nc7,/m/07x6njw,/m/07x6nv3,/m/07x6nnk,/m/07x6p2r,/m/07x6nqt,/m/07x6p1_,/m/07x6npp,/m/07x6nq1,/m/07x6ng7,/m/07x6nz7,/m/07x6nhr,/m/07x6njh,/m/07x6nbt,/m/07x6ns_,/m/07x6nny,/m/07x6ncm,/m/07x6nsm,/m/07x6ngm,/m/07x6nr5,/m/07x6nwm,/m/07x6nl9,/m/07x6ndc,/m/07x6p17,/m/07x6ndr,/m/07x6nky,/m/07x6p33,/m/07x6p1m,/m/07x6nm1,/m/07x6nc_,/m/07x6nz_,/m/07x6ny3,/m/07x6n99,/m/07x6nk7,/m/07x6nw_,/m/07x6nvw,/m/07x6ntr,/m/07x6nmf,/m/07x6n85,/m/07x6nxc,/m/07x6n8y,/m/07x6nyw,/m/07x6nj3,/m/07x6n_r,/m/07x6nyh,/m/07x6ns5,/m/07x6n8k,/m/07x6n9p,/m/07x6nw7,/m/07x6nxr,/m/07x6n7t,/m/07x6n7f,/m/07x6p03,/m/07x6nvh,/m/07x6nrk,/m/07x6nqf,/m/07x6nlp,/m/07x6n_c		141.0	09181
Banana	/m/09qck	/m/07x62q6,/m/07x62jf,/m/07x62yj,/m/07x62wg,/m/07x62p2,/m/07x62qz,/m/07x62nq,/m/07x62v4,/m/07x62rx,/m/07x62yb,/m/07x62tz,/m/07x62kp,/m/07x62t0,/m/07x62sg,/m/07x62sn,/m/07x62pv,/m/07x62kh,/m/07x62vj,/m/07x62ml,/m/07x62s8,/m/07x62w8,/m/07x62rq,/m/07x62qs,/m/07x62r4,/m/07x62vx,/m/07x62jm,/m/07x62t6,/m/07x62xs,/m/07x62wn,/m/07x62m0,/m/07x62rj,/m/07x62vb,/m/07x62z2,/m/07x62pg,/m/07x62yx,/m/07x62nj,/m/07x62kw,/m/07x62l8,/m/07x62rb,/m/07x62ln,/m/07x62q0,/m/07x62yq,/m/07x62y4,/m/07x62j_,/m/07x62x6,/m/07x62p8,/m/07x62nx,/m/07x62s2,/m/07x62xz,/m/07x62nb,/m/07x62n4,/m/07x62tl,/m/07x62l1,/m/07x62lv,/m/07x62x0,/m/07x62ql,/m/07x62xl,/m/07x62pn,/m/07x62vq,/m/07x62j7,/m/07x62ms,/m/07x62jt,/m/07x62wv,/m/07x62w2,/m/07x62sv,/m/07x62xd,/m/07x62lg,/m/07x62td,/m/07x62k9,/m/07x62m6,/m/07x62qd,/m/07x62ts,/m/07x62md,/m/07x62mz		371.0	09040
Peanut butter	/m/01qfcj	/m/07xcm1f,/m/07xclz_,/m/07xclv2,/m/07xcltq,/m/07xcm4n,/m/07xclv8,/m/07xcl_c,/m/07xclwf,/m/07xcm50,/m/07xcm0w,/m/07xcm2c,/m/07xcm33,/m/07xcm1_,/m/07xcm56,/m/07xclxz,/m/07xcm3q,/m/07xcm5l,/m/07xclz0,/m/07xcm6b,/m/07xcltx,/m/07xclvg,/m/07xclyb,/m/07xcm0h,/m/07xclw1,/m/07xcm3j,/m/07xclzf,/m/07xcl_k,/m/07xcm2k,/m/07xclw_,/m/07xcl_y,/m/07xcm03,/m/07xclxc,/m/07xcltb,/m/07xcm5s,/m/07xcm48,/m/07xcl_r,/m/07xcm39,/m/07xcm2y,/m/07xclz7,/m/07xcm4v,/m/07xcm0p,/m/07xcm11,/m/07xcm64,/m/07xcm6j,/m/07xcl_5,/m/07xcm1t,/m/07xclx5,/m/07xcm42,/m/07xclw7,/m/07xcm4g,/m/07xcltj,/m/07xcm25,/m/07xclzm,/m/07xcm3x,/m/07xcm09,/m/07xclzt,/m/07xcm5z,/m/07xcm17,/m/07xclwt,/m/07xclvw,/m/07xclwm,/m/07xcm2r,/m/07xclvn,/m/07xclyv,/m/07xclxk,/m/07xcm5d,/m/07xcm6q,/m/07xcly4,/m/07xcm1m		2462.0	16098
Take 5	/m/05qrjn				
Crayfish	/m/0by1g	/m/07xc25r,/m/07xc240,/m/07xc1__,/m/07xc20t,/m/07xc28d,/m/07xc1zb,/m/07xc24_,/m/07xc20_,/m/07xc2bh,/m/07xc20k,/m/07xc255,/m/07xc24f,/m/07xc293,/m/07xc2bw,/m/07xc27p,/m/07xc272,/m/07xc1yx,/m/07xc1yq,/m/07xc1zk,/m/07xc21c,/m/07xc26q,/m/07xc28y,/m/07xc23v,/m/07xc232,/m/07xc29w,/m/07xc1_4,/m/07xc1z2,/m/07xc1_t,/m/07xc2c1,/m/07xc26j,/m/07xc22x,/m/07xc2bp,/m/07xc286,/m/07xc2b7,/m/07xc29p,/m/07xc264,/m/07xc24m,/m/07xc1zr,/m/07xc238,/m/07xc25k,/m/07xc29h,/m/07xc24t,/m/07xc22h,/m/07xc1_l,/m/07xc1_c,/m/07xc21y,/m/07xc27z,/m/07xc223,/m/07xc21r,/m/07xc2b1,/m/07xc229,/m/07xc26b,/m/07xc215,/m/07xc28l,/m/07xc26x,/m/07xc20c,/m/07xc21k,/m/07xc278,/m/07xc25z,/m/07xc23n,/m/07xc205,/m/07xc25c,/m/07xc299,/m/07xc23g,/m/07xc247,/m/07xc22q		322.0	15145
Brem	/m/02qlb71				
Nectarine	/m/02p4s13	/m/07x6s0h,/m/07x6r_7,/m/07x6s5y,/m/07x6rw8,/m/07x6ryy,/m/07x6rwn,/m/07x6s0w,/m/07x6s1f,/m/07x6s1_,/m/07x6r_1,/m/07x6s39,/m/07x6rxl,/m/07x6rvh,/m/07x6s4_,/m/07x6s0p,/m/07x6rt5,/m/07x6s3p,/m/07x6r_t,/m/07x6s4t,/m/07x6rzw,/m/07x6s2c,/m/07x6r_m,/m/07x6rwg,/m/07x6s17,/m/07x6s33,/m/07x6rzh,/m/07x6rzp,/m/07x6rxs,/m/07x6r_f,/m/07x6s2y,/m/07x6s25,/m/07x6s1t,/m/07x6rz3,/m/07x6s09,/m/07x6rv3,/m/07x6ryr,/m/07x6rxz,/m/07x6rvx,/m/07x6rv9,/m/07x6s55,/m/07x6rtr,/m/07x6rtc,/m/07x6rx0,/m/07x6s2k,/m/07x6rvp,/m/07x6s3h,/m/07x6ryc,/m/07x6s5r,/m/07x6s47,/m/07x6s2r,/m/07x6s11,/m/07x6s41,/m/07x6rz9,/m/07x6s5k,/m/07x6rw2,/m/07x6s4m,/m/07x6rx6,/m/07x6rtk,/m/07x6s5c,/m/07x6s1m,/m/07x6ry5,/m/07x6rxd,/m/07x6s4f,/m/07x6rwv,/m/07x6s3w,/m/07x6rty,/m/07x6ryk		185.0	09191
Runner bean	/m/02gv5f	/m/07xcg7p,/m/07xcf_c,/m/07xcg8p,/m/07xcg0j,/m/07xcg04,/m/07xcg5m,/m/07xcg2l,/m/07xcg3y,/m/07xcg0b,/m/07xcf_z,/m/07xcg2_,/m/07xcg3c,/m/07xcf_s,/m/07xcg0q,/m/07xcg18,/m/07xcg4w,/m/07xcg65,/m/07xcg35,/m/07xcf_k,/m/07xcg1n,/m/07xcg79,/m/07xcg3k,/m/07xcf_5,/m/07xcg12,/m/07xcfz_,/m/07xcg6r,/m/07xcg4h,/m/07xcg2d,/m/07xcg26,/m/07xcg73,/m/07xcg5_,/m/07xcg4p,/m/07xcg57,/m/07xcg8h,/m/07xcg3r,/m/07xcg20,/m/07xcg5t,/m/07xcfzt,/m/07xcg6c,/m/07xcg43,/m/07xcg0x,/m/07xcg6y,/m/07xcg1g,/m/07xcg5f,/m/07xcg89,/m/07xcg1v,/m/07xcg8w,/m/07xcg49,/m/07xcg7h,/m/07xcg2t,/m/07xcg6k,/m/07xcg51		1443.0	16047
Lillet	/m/0b86gc	/m/07xb9xv,/m/07xbj5z,/m/07xbdv7,/m/07xbcd4,/m/07xbcmn,/m/07xbfjr,/m/07xbdlr,/m/07xbg9m,/m/07xbc3d,/m/07xbbn6,/m/07xbh7n,/m/07xbhh4,/m/07xbfv9,/m/07xbgk3,/m/07xbhz4,/m/07xbcw4,/m/07xbbwx,/m/07xb9pb,/m/07xbgsm,/m/07xbg23,/m/07xbd3f,/m/07xbf1r,/m/07xbf97,/m/07xbbdq,/m/07xbh04,/m/07xbdc7,/m/07xbb55,/m/07xbhqn,/m/07xbjfg		1289.0	14534
Pearl onion	/m/07cngz				
Smorz	/m/02pyqft	/m/04zs2w5,/m/04zrv25,/m/04zrv4f,/m/07x5z9t,/m/04zrtzf,/m/04zrv1t,/m/04zrt_k,/m/04zrv39,/m/04zrv47,/m/04zrtxk,/m/04zrv0h,/m/04zrtzt,/m/04zrtxc,/m/04zrv1_,/m/07x5z91,/m/04zrv0p,/m/07x5z9_,/m/07x5zdc,/m/04zrtz1,/m/04zrv2r,/m/04zrtw_,/m/07x5zdr,/m/07x5zb5,/m/07x5zc9,/m/04zrv4m,/m/07x5z9m,/m/07x5zbc,/m/04zrv3h,/m/04zs2wh,/m/07x5zc3,/m/04zrty9,/m/07x5zdk,/m/04zrtyp,/m/04zrv11,/m/04zrv1f,/m/07x5zbk,/m/04zrtxy,/m/04zrt_5,/m/07x5zbr,/m/04zrt_c,/m/04zrv2y,/m/07x5zby,/m/07x5zd5,/m/04zrv09,/m/04zrt_r,/m/04zrty3,/m/04zrv03,/m/04zrv0w,/m/07x5zdy,/m/04zrtyw,/m/04zrtyh,/m/04zrtx5,/m/04zrt_y,/m/04zrv4t,/m/04zrtxr,/m/04zrv17,/m/04zrv41,/m/04zrtz7,/m/04zrtzm,/m/07x5z9f,/m/07x5zch,/m/04zrv3p,/m/04zrv2k,/m/04zrv2c,/m/07x5z97,/m/04zrv3w,/m/07x5zcy,/m/04zrtz_		1699.0	
Wild leek	/m/02xf10	/m/07x8lns,/m/07x8lh4,/m/07x8lgd,/m/07x8lpj,/m/07x8l8d,/m/07x8l0t,/m/07x8l0f,/m/07x8l33,/m/07x8lkd,/m/07x8ldx,/m/07x8lpx,/m/07x8l63,/m/07x8lb8,/m/07x8lgs,/m/07x8lhj,/m/07x8lbn,/m/07x8llj,/m/07x8l80,/m/07x8l77,/m/07x8llx,/m/07x8lq8,/m/07x8l2r,/m/07x8l9x,/m/07x8l15,/m/07x8ldj,/m/07x8l6w,/m/07x8l94,/m/07x8l2c,/m/07x8l3h,/m/07x8lk0,/m/07x8lp4,/m/07x8l5c,/m/07x8lmn,/m/07x8l8s,/m/07x8lhx,/m/07x8lfn,/m/07x8l5r,/m/07x8ljn,/m/07x8ld4,/m/07x8l1k,/m/07x8lj8,/m/07x8lg0,/m/07x8ll4,/m/07x8l1y,/m/07x8l4_,/m/07x8lc0,/m/07x8lcd,/m/07x8l9j,/m/07x8l47,/m/07x8lf8,/m/07x8lm8,/m/07x8l3w,/m/07x8ln0,/m/07x8l4m,/m/07x8l7m,/m/07x8l6h,/m/07x8lcs,/m/07x8lnd,/m/07x8lks		135.0	11291
Tepary bean	/m/02785p	/m/07xcfnn,/m/07xcfxy,/m/07xcfn2,/m/07xcfn8,/m/07xcfw7,/m/07xcfpm,/m/07xcftk,/m/07xcfwm,/m/07xcfz1,/m/07xcfzm,/m/07xcfp1,/m/07xcfvh,/m/07xcfqr,/m/07xcfr3,/m/07xcfy9,/m/07xcfnv,/m/07xcfst,/m/07xcfy3,/m/07xcfqy,/m/07xcfwf,/m/07xcfsf,/m/07xcfp7,/m/07xcfxc,/m/07xcfyw,/m/07xcfs7,/m/07xcfx5,/m/07xcftr,/m/07xcfmj,/m/07xcfv9,/m/07xcfqk,/m/07xcfr9,/m/07xcfvw,/m/07xcfpt,/m/07xcfwt,/m/07xcfqc,/m/07xcfxk,/m/07xcfrw,/m/07xcfrp,/m/07xcfsm,/m/07xcfv3,/m/07xcfq5,/m/07xcfmx,/m/07xcfw1,/m/07xcfxr,/m/07xcftc,/m/07xcfyp,/m/07xcfrh,/m/07xcfpf,/m/07xcfzf,/m/07xcfmq,/m/07xcfvp,/m/07xcft5,/m/07xcfs_,/m/07xcfng,/m/07xcfz7,/m/07xcfs1,/m/07xcfyh,/m/07xcfw_,/m/07xcfty,/m/07xcfp_		1452.0	16042
Snapper	/m/02bfr7	/m/07xbxks,/m/07xby6h,/m/07xby5c,/m/07xby9j,/m/07xbxn2,/m/07xby9x,/m/07xbxmq,/m/07xby47,/m/07xbybn,/m/07xbycd,/m/07xbx_r,/m/07xby4_,/m/07xbxr2,/m/07xbxng,/m/07xby63,/m/07xby78,/m/07xbxmb,/m/07xby3h,/m/07xby4m,/m/07xby8s,/m/07xbxqq,/m/07xby1_,/m/07xbxk0,/m/07xbyd4,/m/07xby8d,/m/07xbxzm,/m/07xbx_c,/m/07xby7n,/m/07xby0h,/m/07xbxsj,/m/07xbxp6,/m/07xby33,/m/07xby2c,/m/07xbxll,/m/07xbxsx,/m/07xbxl6,/m/07xbxnv,/m/07xbxz7,/m/07xbxlz,/m/07xbxxr,/m/07xbxy3,/m/07xby17,/m/07xby6w,/m/07xbxs4,/m/07xby1m,/m/07xby80,/m/07xby94,/m/07xbxz_,/m/07xbxkd,/m/07xby03,/m/07xbxrg,/m/07xbxt8,/m/07xbxqb,/m/07xby0w,/m/07xby5r,/m/07xbxyh,/m/07xbxpl,/m/07xbycs,/m/07xbxpz,/m/07xbyc0,/m/07xbxjn,/m/07xbyb8,/m/07xbxyw,/m/07xby2r,/m/07xby3w		418.0	15101
Tortellini	/m/02r_dx	/m/07xf4qg,/m/07xf51x,/m/07xf506,/m/07xf475,/m/07xf52g,/m/07xf4xv,/m/07xf4w4,/m/07xf4x8,/m/07xf4v0,/m/07xf4tg,/m/07xf4dx,/m/07xf4vl,/m/07xf4yd,/m/07xf4rl,/m/07xf46m,/m/07xf51b,/m/07xf489,/m/07xf4gl,/m/07xf4m2,/m/07xf4lj,/m/07xf4ns,/m/07xf4px,/m/07xf4_2,/m/07xf49j,/m/07xf4kd,/m/07xf4b2,/m/07xf4hq,/m/07xf4n6,/m/07xf53l,/m/07xf4jv,/m/07xf4kz,/m/07xf50s,/m/07xf4wq,/m/07xf4cs,/m/07xf4db,/m/07xf47r,/m/07xf4g0,/m/07xf4pb,/m/07xf4fg,/m/07xf544,/m/07xf4zj,/m/07xf530,/m/07xf4h4,/m/07xf4bn,/m/07xf4c6,/m/07xf4_n,/m/07xf48w,/m/07xf4s4,/m/07xf4mn,/m/07xf4j8,/m/07xf4yz,/m/07xf4r0,/m/07xf4sq		1284.0	22901
Lobster	/m/0cjq5	/m/07xc2wm,/m/07xc2n_,/m/07xc2ym,/m/07xc2t7,/m/07xc2d1,/m/07xc2cm,/m/07xc2qy,/m/07xc2mf,/m/07xc2pr,/m/07xc2pc,/m/07xc2t_,/m/07xc2sw,/m/07xc2xw,/m/07xc2c7,/m/07xc2rp,/m/07xc2sh,/m/07xc2q3,/m/07xc2z0,/m/07xc2_5,/m/07xc2hy,/m/07xc2mt,/m/07xc2n7,/m/07xc2fm,/m/07xc2jc,/m/07xc2zt,/m/07xc2s1,/m/07xc2kw,/m/07xc2nm,/m/07xc2zf,/m/07xc2tm,/m/07xc2h5,/m/07xc2f7,/m/07xc2gc,/m/07xc2lp,/m/07xc2k3,/m/07xc2kh,/m/07xc2qk,/m/07xc2m1,/m/07xc2w5,/m/07xc2y7,/m/07xc2dt,/m/07xc2vt,/m/07xc2l9,/m/07xc2r9,/m/07xc2gt,/m/07xc2f_,/m/07xc2df,/m/07xc2jr,/m/07xc2hk,/m/07xc2xf,/m/07xc2w_,/m/07xc2vf		377.0	15147
Barbarea verna	/m/047tz_	/m/07x82zg,/m/07x82sg,/m/07x82pg,/m/07x82mj,/m/07x82zv,/m/07x8312,/m/07x82pv,/m/07x832z,/m/07x82tz,/m/07x82z2,/m/07x82_6,/m/07x82vb,/m/07x82t6,/m/07x830b,/m/07x82p2,/m/07x82n8,/m/07x82m4,/m/07x831v,/m/07x82x6,/m/07x82rb,/m/07x82yb,/m/07x82_l,/m/07x831g,/m/07x82w2,/m/07x82wv,/m/07x82ql,/m/07x82q6,/m/07x82nq,/m/07x82_z,/m/07x82rq,/m/07x82qz,/m/07x832l,/m/07x82xz,/m/07x82s2,/m/07x830q,/m/07x82mx,/m/07x82sv,/m/07x82yq,/m/07x82wg,/m/07x8326,/m/07x82xl,/m/07x82ls,/m/07x82tl,/m/07x82vq		134.0	11203
Capsicum	/m/0fjfh	/m/07x99zh,/m/07x99xf,/m/07x9b0y,/m/07x9b19,/m/07x99zp,/m/07x99z9,/m/07x9b3c,/m/07x99sv,/m/07x9b2t,/m/07x99s2,/m/07x99x_,/m/07x9b3k,/m/07x99xm,/m/07x99__,/m/07x9b2_,/m/07x99w9,/m/07x99t1,/m/07x9b0k,/m/07x9b27,/m/07x99sg,/m/07x99s8,/m/07x99ww,/m/07x9b43,/m/07x99x1,/m/07x9b0r,/m/07x99_7,/m/07x99t_,/m/07x99tm,/m/07x99x7,/m/07x9b49,/m/07x99vy,/m/07x99_f,/m/07x99vc,/m/07x99yk,/m/07x9b3r,/m/07x99y5,/m/07x9b1w,/m/07x99wp,/m/07x9b05,/m/07x99z3,/m/07x9b0c,/m/07x99yy,/m/07x99yr,/m/07x9b2f,/m/07x99yc,/m/07x9b1h,/m/07x9b21,/m/07x9b2m,/m/07x99xt,/m/07x99vr,/m/07x99_m,/m/07x9b3y,/m/07x9b13,/m/07x99zw,/m/07x99tt,/m/07x9b35,/m/07x99wh,/m/07x99tf,/m/07x99sn,/m/07x9b1p,/m/07x99_t,/m/07x99rq,/m/07x99rx,/m/07x99t7,/m/07x99v5,/m/07x99w3,/m/07x99_1,/m/07x99vk		129.0	11821
Cranberry	/m/020dp	/m/07x66nl,/m/07x66v0,/m/07x66x0,/m/07x66z8,/m/07x66qg,/m/07x66mv,/m/07x66y4,/m/07x66l0,/m/07x66xz,/m/07x66yx,/m/07x66pj,/m/07x66pb,/m/07x66nd,/m/07x66tg,/m/07x66v6,/m/07x66q8,/m/07x66yb,/m/07x66q2,/m/07x66vl,/m/07x66xd,/m/07x66t2,/m/07x66lg,/m/07x66l8,/m/07x66vz,/m/07x66m7,/m/07x66rz,/m/07x66r6,/m/07x66rl,/m/07x66lv,/m/07x66p4,/m/07x66pq,/m/07x66s4,/m/07x66n0,/m/07x66t8,/m/07x66rs,/m/07x66xl,/m/07x66qv,/m/07x66rd,/m/07x66px,/m/07x66zg,/m/07x66r0,/m/07x66wg,/m/07x66wv,/m/07x66yj,/m/07x66ns,/m/07x66sq,/m/07x66yq,/m/07x66tn,/m/07x66sx,/m/07x66tv,/m/07x66m1,/m/07x66n6,/m/07x66wn,/m/07x66xs,/m/07x66ln,/m/07x66mf,/m/07x66nz,/m/07x66vs,/m/07x66qn,/m/07x66vd,/m/07x66mn,/m/07x66sj,/m/07x66z2,/m/07x66x6,/m/07x66sb		194.0	09078
Mulberry	/m/016gq4	/m/07x6rjr,/m/07x6r47,/m/07x6rfy,/m/07x6rhm,/m/07x6rgh,/m/07x6rd7,/m/07x6rdt,/m/07x6r7q,/m/07x6r3p,/m/07x6r5g,/m/07x6rqc,/m/07x6rqy,/m/07x6rpt,/m/07x6r9d,/m/07x6r8v,/m/07x6rk9,/m/07x6rbj,/m/07x6r6l,/m/07x6rfc,/m/07x6r4t,/m/07x6rl_,/m/07x6rrh,/m/07x6rlf,/m/07x6r74,/m/07x6r2k,/m/07x6r33,/m/07x6rp7,/m/07x6rmk,/m/07x6rnp,/m/07x6rj5,/m/07x6rcp,/m/07x6rh1,/m/07x6r9z,/m/07x6rs1,/m/07x6r60,/m/07x6rsm,/m/07x6r88,/m/07x6rc2,/m/07x6rkw,/m/07x6rn3		180.0	09190
