name	id	nutrients	usda_id	energy	usda_equivalent
Rice noodles	/m/09jy30	/m/07xf0_8,/m/07xf1ks,/m/07xf1g2,/m/07xf16h,/m/07xf1c2,/m/07xf17_,/m/07xf10k,/m/07xf1fq,/m/07xf135,/m/07xf0z4,/m/07xf1l4,/m/07xf11p,/m/07xf1dz,/m/07xf163,/m/07xf0ys,/m/07xf13y,/m/07xf177,/m/07xf15c,/m/07xf1cv,/m/07xf1lk,/m/07xf15r,/m/07xf121,/m/07xf1fb,/m/07xf1bb,/m/07xf1gv,/m/07xf1dl,/m/07xf14_,/m/07xf1h6,/m/07xf18c,/m/07xf0zj,/m/07xf1jb,/m/07xf1bq,/m/07xf17m,/m/07xf13k,/m/07xf0_q,/m/07xf149,/m/07xf119,/m/07xf1hl,/m/07xf1gg,/m/07xf198,/m/07xf1cg,/m/07xf1hz,/m/07xf19z,/m/07xf16w,/m/07xf12f,/m/07xf12t,/m/07xf1d6,/m/07xf105,/m/07xf1kd,/m/07xf1jz,/m/07xf10y,/m/07xf0zx		1523.0	20133
Bunium persicum	/m/06hmz2	/m/07x50ch,/m/07x50gw,/m/07x506y,/m/07x50d7,/m/07x50h_,/m/07x50fc,/m/07x506k,/m/07x50gh,/m/07x5079,/m/07x5064,/m/07x50nk,/m/07x50jc,/m/07x50k3,/m/07x50l7,/m/07x50fr,/m/07x50l_,/m/07x50c3,/m/07x50mt,/m/07x50qf,/m/07x50d_,/m/07x509m,/m/07x50kw,/m/07x508h,/m/07x50qt,/m/07x50mf,/m/07x50dm,/m/07x507r,/m/07x50g3,/m/07x509_,/m/07x50pp,/m/07x50br,/m/07x50bc,/m/07x5097,/m/07x50cw,/m/07x50lm,/m/07x50jr,/m/07x505s,/m/07x50h7,/m/07x50kh,/m/07x50p9,/m/07x50q1,/m/07x50n5,/m/07x508w,/m/07x50hm,/m/07x5083,/m/07x50ny		1567.0	02014
Amaranth	/m/0qqk	/m/07x7pg6,/m/07x7plk,/m/07x7pj8,/m/07x7pm5,/m/07x7pls,/m/07x7pnj,/m/07x7phj,/m/07x7pnz,/m/07x7pbp,/m/07x7ph4,/m/07x7pjv,/m/07x7pfs,/m/07x7pl5,/m/07x7plc,/m/07x7pg0,/m/07x7pjn,/m/07x7pj2,/m/07x7pns,/m/07x7phq,/m/07x7pds,/m/07x7pkd,/m/07x7ppb,/m/07x7pkl,/m/07x7pk0,/m/07x7pk6,/m/07x7pcv,/m/07x7ppq,/m/07x7pd6,/m/07x7pl_,/m/07x7pmk,/m/07x7pk_,/m/07x7phb,/m/07x7pc7,/m/07x7pbw,/m/07x7pgd,/m/07x7pc1,/m/07x7pdd,/m/07x7pdz,/m/07x7phx,/m/07x7pcg,/m/07x7pgl,/m/07x7ppj,/m/07x7pd0,/m/07x7pgs,/m/07x7pp4,/m/07x7pf4,/m/07x7pfb,/m/07x7pkt,/m/07x7pcn,/m/07x7pdl,/m/07x7pbh,/m/07x7pgz,/m/07x7pmc,/m/07x7pjg		97.0	11003
Egg	/m/033cnk	/m/07x4t_q,/m/07x4v0g,/m/07x4v2b,/m/07x4tsk,/m/07x4tzl,/m/07x4tqw,/m/07x4txq,/m/07x4t_x,/m/07x4v0n,/m/07x4v38,/m/07x4tpt,/m/07x4tt9,/m/07x4tmj,/m/07x4tx4,/m/07x4v1s,/m/07x4trf,/m/07x4v0v,/m/07x4ttw,/m/07x4tv_,/m/07x4tyn,/m/07x4tvm,/m/07x4v1l,/m/07x4trm,/m/07x4v16,/m/0663snk,/m/07x4t_b,/m/07x4tt3,/m/07x4twk,/m/07x4tqd,/m/07x4tsc,/m/0663smt,/m/07x4tr7,/m/07x4v1z,/m/0663snc,/m/07x4tth,/m/0663sn5,/m/07x4txb,/m/07x4tr_,/m/07x4v10,/m/0663smm,/m/07x4ts5,/m/07x4tzd,/m/07x4v2j,/m/07x4tn2,/m/07x4tws,/m/07x4tv1,/m/07x4tvt,/m/07x4tz0,/m/07x4ttp,/m/07x4tm4,/m/07x4tyg,/m/07x4tqp,/m/07x4tmq,/m/07x4tmx,/m/07x4tsy,/m/0663sp9,/m/07x4tp1,/m/07x4v2q,/m/07x4tvf,/m/07x4txx,/m/07x4tpf,/m/07x4tr1,/m/07x4tmb,/m/07x4v1d,/m/07x4trt,/m/07x4t_4,/m/07x4tpm,/m/07x4t_j,/m/0663sm_,/m/07x4tnn,/m/07x4tsr,/m/07x4twz,/m/07x4twc,/m/07x4v08,/m/07x4v2x,/m/07x4tnw,/m/07x4v02,/m/07x4tp_,/m/07x4v32,/m/07x4tp7,/m/07x4ty8,/m/07x4txj,/m/07x4tng,/m/07x4tw5,/m/07x4tyv,/m/0663snr,/m/07x4ty2,/m/07x4tn8,/m/07x4v24,/m/0663sp3,/m/07x4tzz,/m/0663sny,/m/07x4tv7,/m/07x4tz6		598.0	01123
Cinnamon Crunch Crispix	/m/02xzt_	/m/04zr_l1,/m/04zr_kp,/m/04zr_ht,/m/04zr_jc,/m/04zr_r9,/m/04zr_l7,/m/04zr_kw,/m/04zr_pm,/m/04zr_qy,/m/04zr_hf,/m/07x5z64,/m/04zr_lt,/m/04zr_lm,/m/04zr_l_,/m/04zr_hm,/m/04zr_n9,/m/04zr_m5,/m/04zr_rh,/m/04zr_qr,/m/04zr_jr,/m/04zr_jk,/m/04zr_p1,/m/07x5z4t,/m/07x5z47,/m/04zr_k3,/m/04zr_pt,/m/04zr_qc,/m/04zr_my,/m/07x5z55,/m/07x5z4_,/m/04zr_jy,/m/07x5z4f,/m/04zr_mr,/m/04zr_rp,/m/04zr_kh,/m/04zr_lf,/m/04zr_mk,/m/07x5z6f,/m/04zr_k9,/m/04zr_n3,/m/04zr_nh,/m/04zr_p7,/m/04zr_j5,/m/04zr_mc,/m/04zr_np,/m/04zr_h_,/m/04zr_nw,/m/04zr_q5,/m/07x5z5c,/m/04zr_pf,/m/07x5z5r,/m/04zr_p_,/m/04zr_qk,/m/07x5z4m,/m/04zr_r3,/m/07x5z5k		1669.0	
Breadfruit	/m/0f4s6	/m/07x64sf,/m/07x64s_,/m/07x64nn,/m/07x64l6,/m/07x64rh,/m/07x64kg,/m/07x64k2,/m/07x64jx,/m/07x64ng,/m/07x64st,/m/07x64jh,/m/07x64s7,/m/07x64tc,/m/07x64p0,/m/07x64kv,/m/07x64qr,/m/07x64m8,/m/07x64rp,/m/07x64t5,/m/07x64kn,/m/07x64l0,/m/07x64j3,/m/07x64qc,/m/07x64pm,/m/07x64ty,/m/07x64jp,/m/07x64nv,/m/07x64j9,/m/07x64r9,/m/07x64s1,/m/07x64pt,/m/07x64n8,/m/07x64ml,/m/07x64ms,/m/07x64sm,/m/07x64qy,/m/07x64ld,/m/07x64tk,/m/07x64rw,/m/07x64qk,/m/07x64p6,/m/07x64q5,/m/07x64p_,/m/07x64k8,/m/07x64hy,/m/07x64tr,/m/07x64pd,/m/07x64r3		431.0	09059
Rum	/m/06j8d	/m/07xb09h,/m/07xb0cy,/m/07xb0g5,/m/07xb0h9,/m/07xb0f1,/m/07xb0lp,/m/07xb0bt,/m/07xb0mt,/m/07xb08c,/m/07xb0kk,/m/07xb0jf		967.0	14050
Graham flour	/m/027rwl	/m/07xdg5m,/m/07xdg9f,/m/07xdgf3,/m/07xdg3f,/m/07xdg4c,/m/07xdgb5,/m/07xdgbr,/m/07xdg6y,/m/07xdgfw,/m/07xdg2p,/m/07xdg73,/m/07xdg1n,/m/07xdgcy,/m/07xdg2d,/m/07xdgby,/m/07xdgck,/m/07xdg4w,/m/07xdgdk,/m/07xdg7h,/m/07xdg3_,/m/07xdg26,/m/07xdg8p,/m/07xdg2w,/m/07xdgc3,/m/07xdg6k,/m/07xdg5_,/m/07xdgdr,/m/07xdgfp,/m/07xdg7p,/m/07xdg31,/m/07xdg9_,/m/07xdgbk,/m/07xdg65,/m/07xdgd3,/m/07xdg79,/m/07xdg6c,/m/07xdg37,/m/07xdg5f,/m/07xdg81,/m/07xdg8h,/m/07xdg57,/m/07xdgcr,/m/07xdg6r,/m/07xdg20,/m/07xdg9m,/m/07xdgd9,/m/07xdgcc,/m/07xdg87,/m/07xdg91,/m/07xdg8w,/m/07xdg51,/m/07xdg7w,/m/07xdg97,/m/07xdgf9,/m/07xdg5t,/m/07xdg3m,/m/07xdgdy,/m/07xdg45,/m/07xdgbc,/m/07xdg3t,/m/07xdg1v,/m/07xdg9t		1418.0	20080
Arracacha	/m/02_nrl	/m/07x91nd,/m/07x910z,/m/07x91hj,/m/07x91j8,/m/07x91lj,/m/07x9182,/m/07x915v,/m/07x90_0,/m/07x91jn,/m/07x914b,/m/07x91kd,/m/07x915g,/m/07x917b,/m/07x91gd,/m/07x90zn,/m/07x916z,/m/07x91k0,/m/07x90_s,/m/07x9196,/m/07x916l,/m/07x91f8,/m/07x91c0,/m/07x913z,/m/07x91lx,/m/07x910l,/m/07x912v,/m/07x911b,/m/07x91ks,/m/07x91p4,/m/07x91l4,/m/07x91n0,/m/07x9166,/m/07x917q,/m/07x9136,/m/07x91bl,/m/07x91hx,/m/07x911q,/m/07x91g0,/m/07x918v,/m/07x91mn,/m/07x90_d,/m/07x913l,/m/07x919l,/m/07x91ns,/m/07x914q,/m/07x91cd,/m/07x91gs,/m/07x9152,/m/07x91fn,/m/07x912g,/m/07x91cs,/m/07x91dj,/m/07x91m8,/m/07x91h4,/m/07x918g,/m/07x919z,/m/07x91dx,/m/07x9122,/m/07x9104,/m/07x91d4		469.0	11518
Margarine	/m/01bfqc	/m/07x5k7f,/m/07x5k63,/m/07x5k3m,/m/07x5k3f,/m/07x5k4d,/m/07x5k2w,/m/07x5k13,/m/07x5k29,/m/07x5k4s,/m/07x5k0y,/m/07x5k0k,/m/07x5k6w,/m/07x5k5q,/m/07x5k54,/m/07x5k5x,/m/07x5k4z,/m/07x5k46,/m/07x5k31,/m/07x5k37,/m/07x5k2p,/m/07x5k77,/m/07x5k1b,/m/07x5k5j,/m/07x5k23,/m/07x5k7m,/m/07x5k40,/m/07x5k6h,/m/07x5k2h,/m/07x5k69,/m/07x5k6p,/m/07x5k5b,/m/07x5k1k,/m/07x5k4l,/m/07x5k0r,/m/07x5k1y,/m/07x5k3v,/m/07x5k71,/m/07x5k1r		3008.0	04617
Lobster Newberg	/m/084t_r				
Complete Wheat Bran Flakes	/m/0867fw	/m/04zkxc6,/m/07x5vk9,/m/04zkx8s,/m/07x5vl1,/m/04zkx8l,/m/04zkxgs,/m/07x5vl7,/m/04zkx7n,/m/07x5vlf,/m/04zkx8d,/m/04zkx9q,/m/04zkxg0,/m/04zkxhx,/m/04zkxb2,/m/04zkxgl,/m/07x5vlm,/m/04zkxgz,/m/04zkxdb,/m/04zkxbv,/m/04zkxj2,/m/04zkxg6,/m/04zkx7v,/m/04zkxb8,/m/04zkx94,/m/04zkxdx,/m/04zkxbg,/m/07x5vlt,/m/04zkx7g,/m/04zkxh4,/m/04zkxcz,/m/04zkxhb,/m/04zkxgd,/m/04zkxd4,/m/07x5vjy,/m/04zkxf2,/m/07x5vkw,/m/07x5vk3,/m/04zkxfv,/m/07x5vl_,/m/04zkx9b,/m/04zkxdj,/m/04zkxcl,/m/07x5vkp,/m/04zkx80,/m/04zkxhq,/m/04zkxcs,/m/04zkx9j,/m/07x5vkh,/m/04zkxc0,/m/04zkxf8,/m/04zkx9x,/m/04zkxfg,/m/04zkxhj,/m/04zkx86,/m/04zkx8z,/m/04zkxcd,/m/04zkxfn,/m/04zkxdq,/m/04zkxbn		1331.0	
Sea Bass	/m/04hdlzk	/m/07xbwl0,/m/07xbwf9,/m/07xbwjb,/m/07xbwkn,/m/07xbwjj,/m/07xbwh0,/m/07xbwhd,/m/07xbwmq,/m/07xbwmb,/m/07xbwgv,/m/07xbwkv,/m/07xbwm4,/m/07xbwpd,/m/07xbwmj,/m/07xbwgg,/m/07xbwsl,/m/07xbwl6,/m/07xbwj4,/m/07xbwhz,/m/07xbwp6,/m/07xbwfx,/m/07xbwhl,/m/07xbwh6,/m/07xbwqx,/m/07xbwn8,/m/07xbwgn,/m/07xbwjq,/m/07xbwqb,/m/07xbwls,/m/07xbwrn,/m/07xbwng,/m/07xbwqq,/m/07xbwk8,/m/07xbwrg,/m/07xbwfq,/m/07xbwnn,/m/07xbwlz,/m/07xbwg2,/m/07xbwp0,/m/07xbwfh,/m/07xbwg8,/m/07xbwhs,/m/07xbwn2,/m/07xbwpl,/m/07xbwdy,/m/07xbwf3,/m/07xbwll,/m/07xbwjx,/m/07xbwnv,/m/07xbwkg,/m/07xbwqj,/m/07xbwk2,/m/07xbwq0,/m/07xbwsd,/m/07xbwmx,/m/07xbws6,/m/07xbwrv,/m/07xbwr8,/m/07xbwr2,/m/07xbwld,/m/07xbws0		406.0	15091
Kombu	/m/040ls3	/m/07x8v3n,/m/07x8t3h,/m/07x8vb7,/m/07x8tnm,/m/07x8v4m,/m/07x8vw8,/m/07x8ty2,/m/07x8tjw,/m/07x8tpk,/m/07x8tx4,/m/07x8v6h,/m/07x8v5k,/m/07x8v7f,/m/07x8tlr,/m/07x8tqh,/m/07x8vc5,/m/07x8tv8,/m/07x8vkt,/m/07x8t2j,/m/07x8t1l,/m/07x8vhw,/m/07x8tw6,/m/07x8t6g,/m/07x8v8c,/m/07x8t4f,/m/07x8tc4,/m/07x8vd3,/m/07x8vrg,/m/07x8vtc,/m/07x8v1s,/m/07x8vqj,/m/07x8tg1,/m/07x8vpk,/m/07x8t7d,/m/07x8tsc,/m/07x8t98,/m/07x8t8b,/m/07x8vgy,/m/07x8vmp,/m/07x8t5c,/m/07x8trf,/m/07x8v0v,/m/07x8vvb,/m/07x8tg_,/m/07x8vf_,/m/07x8v2q,/m/07x8tf1,/m/07x8v99,/m/07x8tt9,/m/07x8td3,/m/07x8tmp,/m/07x8t_x,/m/07x8vf1,/m/07x8tz0,/m/07x8thy,/m/07x8vsf,/m/07x8vlr,/m/07x8tkt,/m/07x8vy9,/m/07x8vnm,/m/07x8vjt,/m/07x8tb6,/m/07x8tzz		180.0	11445
Lime Juice	/m/04_q213	/m/07x6kz0,/m/07x6kxp,/m/07x6l3n,/m/07x6l2x,/m/07x6kyn,/m/07x6l6z,/m/07x6kzd,/m/07x6l6s,/m/07x6l7b,/m/07x6kyg,/m/07x6kzz,/m/07x6l16,/m/07x6l0g,/m/07x6l1d,/m/07x6k_b,/m/07x6l1s,/m/07x6l4s,/m/07x6l7q,/m/07x6kwy,/m/07x6l0n,/m/07x6l54,/m/07x6l2j,/m/07x6l3g,/m/07x6l24,/m/07x6k_q,/m/07x6l32,/m/07x6kzl,/m/07x6l08,/m/07x6l4l,/m/07x6l02,/m/07x6l4z,/m/07x6l2q,/m/07x6kxw,/m/07x6l5x,/m/07x6l7j,/m/07x6l38,/m/07x6kyv,/m/07x6l1l,/m/07x6l6j,/m/07x6k_x,/m/07x6l1z,/m/07x6l5b,/m/07x6l2b,/m/07x6l46,/m/07x6l4d,/m/07x6kxh,/m/07x6l10,/m/07x6kzs,/m/07x6l5j,/m/07x6l0v,/m/07x6kx3,/m/07x6kx9,/m/07x6l5q,/m/07x6ky7,/m/07x6ky1,/m/07x6l3v,/m/07x6k_4,/m/07x6l74,/m/07x6k_j,/m/07x6l62,/m/07x6kz6,/m/07x6l40		104.0	09160
Lemon-lime	/m/0ck2xc	/m/07xb4dr,/m/07xb4g7,/m/07xb4hp,/m/07xb4fh,/m/07xb49p,/m/07xb4b1,/m/07xb4h6,/m/07xb4c_,/m/07xb4dc,/m/07xb4bf,/m/07xb4c5,/m/07xb4f3,/m/07xb4gm,/m/07xb4bt,/m/07xb4ck,/m/07xb4fw		170.0	14144
Veal	/m/07z2l	/m/07xcqm8,/m/07xcqfj,/m/07xcqgv,/m/07xcqmg,/m/07xcqc6,/m/07xcqbd,/m/07xcqg2,/m/07xcqlx,/m/07xcqkz,/m/07xcqjl,/m/07xcqb5,/m/07xcqbs,/m/07xcqcl,/m/07xcqn2,/m/07xcq9t,/m/07xcqcz,/m/07xcqhn,/m/07xcqdb,/m/07xcqcs,/m/07xcqkd,/m/07xcqfq,/m/07xcqd4,/m/07xcqks,/m/07xcqhg,/m/07xcqn8,/m/07xcqjd,/m/07xcqlj,/m/07xcqg8,/m/07xcqj6,/m/07xcqgg,/m/07xcqh6,/m/07xcqm2,/m/07xcqgn,/m/07xcqlb,/m/07xcql4,/m/07xcqhv,/m/07xcqdz,/m/07xcqj0,/m/07xcqlq,/m/07xcqdl,/m/07xcqmn,/m/07xcqf4,/m/07xcqds,/m/07xcq9k,/m/07xcqfx,/m/07xcqk6,/m/07xcqjz,/m/07xcqh0,/m/07xcq9_,/m/07xcqmv,/m/07xcqjs,/m/07xcqkl,/m/07xcqcd,/m/07xcqfb,/m/07xcqbl,/m/07xcqc0		602.0	17088
Tomato sauce	/m/07lrp				
Bartles & Jaymes	/m/06vpz9				
Saury	/m/06glc8	/m/07xbrbz,/m/07xbrrc,/m/07xbrlw,/m/07xbrdg,/m/07xbrgr,/m/07xbrbl,/m/07xbrrr,/m/07xbrsw,/m/07xbr8b,/m/07xbrqm,/m/07xbr8q,/m/07xbr40,/m/07xbrdv,/m/07xbrcb,/m/07xbrf_,/m/07xbrm7,/m/07xbr4s,/m/07xbr9g,/m/07xbrnr,/m/07xbr9v,/m/07xbr7z,/m/07xbrt7,/m/07xbrmm,/m/07xbr5x,/m/07xbr7l,/m/07xbr2v,/m/07xbrwh,/m/07xbr2g,/m/07xbrp3,/m/07xbrvc,/m/07xbrf6,/m/07xbrhh,/m/07xbrpw,/m/07xbrl3,/m/07xbrq7,/m/07xbrh3,/m/07xbrjm,/m/07xbrj7,/m/07xbrj_,/m/07xbrph,/m/07xbr92,/m/07xbrtm,/m/07xbrkc,/m/07xbr70,/m/07xbr36,/m/07xbrkr,/m/07xbrm_,/m/07xbr68,/m/07xbrt_,/m/07xbrb6,/m/07xbrw3,/m/07xbr3l,/m/07xbrs3,/m/07xbrq_,/m/07xbrgc,/m/07xbrfl,/m/07xbrhw,/m/07xbrnc,/m/07xbrvr,/m/07xbr5j,/m/07xbrlh,/m/07xbrcq,/m/07xbr6n,/m/07xbrsh,/m/07xbrd2,/m/07xbr4d,/m/07xbr54		661.0	15050
Blue Curacao	/m/05n6l8q	/m/07xbg3_,/m/07xb9_k,/m/07xbj7v,/m/07xbcpj,/m/07xbh20,/m/07xbdnm,/m/07xbc58,/m/07xbhsj,/m/07xbjhb,/m/07xbfxh,/m/07xbh9j,/m/07xbgch,/m/07xbfc3,/m/07xbbq2,/m/07xbdx3,/m/07xbcg0,/m/07xbflm,/m/07xb9r6,/m/07xbgl_,/m/07xbcy0,/m/07xbhk0,/m/07xbbys,/m/07xbj0b,/m/07xbdf3,/m/07xbf3m,/m/07xbgvj,/m/07xbbgl,/m/07xbd59,/m/07xbb71		1289.0	14534
Kurrat	/m/06c7yx	/m/07x8ck_,/m/07x8csr,/m/07x8chc,/m/07x8cqw,/m/07x8ccm,/m/07x8chr,/m/07x8c2w,/m/07x8cbh,/m/07x8cc_,/m/07x8c4t,/m/07x8cg_,/m/07x8cr_,/m/07x8ckm,/m/07x8cpc,/m/07x8ck7,/m/07x8cg7,/m/07x8crm,/m/07x8c8_,/m/07x8cm3,/m/07x8cr7,/m/07x8c7w,/m/07x8cgm,/m/07x8c37,/m/07x8cn_,/m/07x8c87,/m/07x8cq3,/m/07x8cmw,/m/07x8cmh,/m/07x8c6r,/m/07x8c4c,/m/07x8clr,/m/07x8c9c,/m/07x8c8m,/m/07x8c5_,/m/07x8cjw,/m/07x8cnm,/m/07x8cn7,/m/07x8c3_,/m/07x8c73,/m/07x8cb3,/m/07x8c9r,/m/07x8c5m,/m/07x8cbw,/m/07x8cqh,/m/07x8cf3,/m/07x8cpr,/m/07x8cfw,/m/07x8cfh,/m/07x8cjh,/m/07x8clc,/m/07x8csc,/m/07x8c3m,/m/07x8c57,/m/07x8c6c,/m/07x8cc7,/m/07x8cj3,/m/07x8cdc,/m/07x8cdr,/m/07x8c7h		255.0	11246
Roman Chamomile	/m/05cmcg	/m/07xbjkt,/m/07xbjnm,/m/07xbjkd,/m/07xbjmh,/m/07xbjlk,/m/07xbjlr,/m/07xbjmw,/m/07xbjl5,/m/07xbjnt,/m/07xbjk_,/m/07xbjpc,/m/07xbjm9,/m/07xbjnf,/m/07xbjpk,/m/07xbjp5,/m/07xbjly,/m/07xbjm3,/m/07xbjlc,/m/07xbjn1,/m/07xbjpr,/m/07xbjn7,/m/07xbjkl,/m/07xbjn_,/m/07xbjmp		4.0	14545
Escargots	/m/02sp32	/m/07xfdkg,/m/07xfdkv,/m/07xfdls,/m/07xfdh0,/m/07xfdfb,/m/07xfdg2,/m/07xfdld,/m/07xfdgg,/m/07xfdgn,/m/07xfdkn,/m/07xfdjb,/m/07xfdmq,/m/07xfdjj,/m/07xfdhl,/m/07xfdfj,/m/07xfdk8,/m/07xfdll,/m/07xfdfq,/m/07xfdlz,/m/07xfdgv,/m/07xfdj4,/m/07xfdh6,/m/07xfdl0,/m/07xfdhd,/m/07xfdmx,/m/07xfdfx,/m/07xfdhz,/m/07xfddy,/m/07xfddr,/m/07xfdm4,/m/07xfddc,/m/07xfdl6,/m/07xfdmb,/m/07xfdjx,/m/07xfddk,/m/07xfdmj,/m/07xfdf3,/m/07xfdjq,/m/07xfdk2,/m/07xfdg8,/m/07xfdhs		377.0	90560
Luffa	/m/0ky1q	/m/07x89yw,/m/07x8b27,/m/07x89yh,/m/07x89ws,/m/07x89_k,/m/07x8b0w,/m/07x8b09,/m/07x8b0h,/m/07x89x4,/m/07x89zt,/m/07x89z_,/m/07x8b17,/m/07x89yp,/m/07x89wz,/m/07x89_r,/m/07x89y3,/m/07x8b0p,/m/07x8b1m,/m/07x89y9,/m/07x89xb,/m/07x89zf,/m/07x8b03,/m/07x89xj,/m/07x89xy,/m/07x89_5,/m/07x89z7,/m/07x89_y,/m/07x89xr,/m/07x89_c,/m/07x89zm,/m/07x89z1,/m/07x8b1f,/m/07x8b11		84.0	11220
Therapeutic food	/m/04p68f				
Iwa Oyster	/m/04hdm03	/m/07xc94p,/m/07xc9_0,/m/07xc9jk,/m/07xc9yr,/m/07xc9mv,/m/07xc9gw,/m/07xc99r,/m/07xc9x1,/m/07xc91p,/m/07xc8z6,/m/07xc981,/m/07xc9q2,/m/07xc9qv,/m/07xc9nd,/m/07xc8x7,/m/07xc8vg,/m/07xc9hf,/m/07xc9f5,/m/07xc9t2,/m/07xc9rd,/m/07xc9xm,/m/07xc8xt,/m/07xc9h_,/m/07xc9tt,/m/07xc9vc,/m/07xc8w0,/m/07xc928,/m/07xc913,/m/07xc8zw,/m/07xc9z9,/m/07xc9dm,/m/07xc957,/m/07xc96y,/m/07xc8tb,/m/07xc93k,/m/07xc9ch,/m/07xc995,/m/07xc96c,/m/07xc8tx,/m/07xc9b9,/m/07xc9g9,/m/07xc9wh,/m/07xc9bw,/m/07xc8wp,/m/07xc9rz,/m/07xc9m8,/m/07xc92v,/m/07xc8__,/m/07xc90k,/m/07xc9d1,/m/07xc9nz,/m/07xc95t,/m/07xc943,/m/07xc8ss,/m/07xc9y5,/m/07xc9vy,/m/07xc9sj,/m/07xc97h,/m/07xc8_f,/m/07xc8yc,/m/07xc9fr,/m/07xc9pj,/m/07xc98m		339.0	15171
Citrus gracilis	/m/04f182w	/m/07x6jjw,/m/07x6j0x,/m/07x6jsr,/m/07x6jq3,/m/07x6jmh,/m/07x6jv2,/m/07x6k0n,/m/07x6k4n,/m/07x6jxq,/m/07x6jdy,/m/07x6j7p,/m/07x6kst,/m/07x6jb9,/m/07x6jwd,/m/07x6j26,/m/07x6jg7,/m/07x6j3j,/m/07x6jhk,/m/07x6k5z,/m/07x6jz0,/m/07x6k78,/m/07x6j64,/m/07x6kmk,/m/07x6kwr,/m/07x6knw,/m/07x6kcb,/m/07x6j4v,/m/07x6k8l,/m/07x6kh8,/m/07x6jrf,/m/07x6k38,/m/07x6kq5,/m/07x6kvf,/m/07x6j8_,/m/07x6j_b,/m/07x6kdn,/m/07x6jnt,/m/07x6jl5,/m/07x6kb0,/m/07x6kfz,/m/07x6kjl,/m/07x6kky,/m/07x6k1z,/m/07x6jcm,/m/07x6krh		126.0	09159
Rubus phoenicolasius	/m/03lkyr	/m/07x7bqs,/m/07x7b5s,/m/07x7bz8,/m/07x797q,/m/07x7bcs,/m/07x7b2g,/m/07x78y6,/m/07x79k0,/m/07x79h6,/m/07x78s7,/m/07x7bp8,/m/07x79bq,/m/07x7bgt,/m/07x79pv,/m/07x7b0n,/m/07x7b8s,/m/07x79fq,/m/07x78mr,/m/07x78l7,/m/07x78p7,/m/07x79d6,/m/07x78qr,/m/07x78wg,/m/07x7906,/m/07x79_4,/m/07x7bw8,/m/07x78tr,/m/07x79yn,/m/07x7996,/m/07x79lj,/m/07x7bxs,/m/07x7966,/m/07x7bts,/m/07x79wv,/m/07x7b78,/m/07x7blf,/m/07x7936,/m/07x794q,/m/07x78j6,/m/07x78zq,/m/07x79sv,/m/07x7bf8,/m/07x79vb,/m/07x79nb,/m/07x7bjy,/m/07x7b48,/m/07x7bs8,/m/07x79rb,/m/07x7bb8,/m/07x791q		220.0	09302
Trichosanthes cucumerina	/m/07g31k	/m/07x89bq,/m/07x89cg,/m/07x89n2,/m/07x89gs,/m/07x896y,/m/07x89vv,/m/07x89hj,/m/07x89r2,/m/07x89rv,/m/07x89f8,/m/07x8905,/m/07x894p,/m/07x89kt,/m/07x89nv,/m/07x893y,/m/07x89mb,/m/07x8965,/m/07x89wl,/m/07x89k0,/m/07x8995,/m/07x89sl,/m/07x89ll,/m/07x88zf,/m/07x89j8,/m/07x898f,/m/07x89g0,/m/07x88_9,/m/07x89tb,/m/07x88yf,/m/07x8935,/m/07x89qb,/m/07x89d6,/m/07x89pl,/m/07x890y,/m/07x89v2,/m/07x899y,/m/07x897p,/m/07x88xp,/m/07x891p,/m/07x88wy,/m/07x895f,/m/07x892f		59.0	11218
Venison	/m/01tc53	/m/07xf6x0,/m/07xf6yn,/m/07xf6y2,/m/07xf6xj,/m/07xf6xq,/m/07xf6w1,/m/07xf6wv,/m/07xf6yv,/m/07xf6wm,/m/07xf6xb,/m/07xf6xx,/m/07xf6yg,/m/07xf6w7,/m/07xf6y8,/m/07xf6wf		463.0	35080
Ghee	/m/01f3v2	/m/07x4lnf,/m/07x4lv7,/m/07x4lqw,/m/07x4lv1,/m/07x4lx9,/m/07x4ln7,/m/07x4lpr,/m/07x4ly7,/m/07x4lw5,/m/07x4ly_,/m/07x4lpc,/m/07x4lvm,/m/07x4ly1,/m/07x4lq9,/m/07x4lsc,/m/07x4lrt,/m/07x4lvf,/m/07x4lrf,/m/07x4lpk,/m/07x4lp5,/m/07x4lxh,/m/07x4lq3,/m/07x4lr_,/m/07x4lyf,/m/07x4lxw,/m/07x4lwk,/m/07x4lr7,/m/07x4lnm,/m/07x4lmv,/m/07x4lwr,/m/07x4lmn,/m/07x4lt3,/m/07x4lsr,/m/07x4lqh,/m/07x4ln0,/m/07x4lpy,/m/07x4lyt,/m/07x4lsk,/m/07x4lsy,/m/07x4lx3,/m/07x4ltw,/m/07x4lwy,/m/07x4lvt,/m/07x4lxp,/m/07x4lth,/m/07x4ls5,/m/07x4lwc,/m/07x4lqp,/m/07x4lrm,/m/07x4lt9,/m/07x4ltp,/m/07x4lv_,/m/07x4lym,/m/07x4ln_,/m/07x4lr1,/m/07x4lnt		3664.0	01003
